,plot,UID,species,year,dbh,basal
386.2011,A63,A63T118,Diospyros cf. lanceifolia,2011,NA,NA
387.2011,A63,A63T119,Syzygium filiforme,2011,NA,NA
388.2011,A63,A63T12,Syzygium filiforme,2011,5.7,25.51758633
389.2011,A63,A63T120,Agrostistachys borneensis,2011,NA,NA
390.2011,A63,A63T121,Elaeocarpus mastersii,2011,NA,NA
391.2011,A63,A63T122,Cratoxylum arborescens,2011,NA,NA
392.2011,A63,A63T123,Archidendron clypearia,2011,NA,NA
393.2011,A63,A63T124,Litsea elliptica,2011,NA,NA
394.2011,A63,A63T125,Garcinia cf. parvifolia,2011,NA,NA
395.2011,A63,A63T126,Syzygium filiforme,2011,NA,NA
396.2011,A63,A63T127,Prunus polystachya,2011,NA,NA
397.2011,A63,A63T128,Syzygium filiforme,2011,NA,NA
398.2011,A63,A63T128B,Syzygium filiforme,2011,NA,NA
399.2011,A63,A63T128c,Syzygium filiforme,2011,NA,NA
400.2011,A63,A63T129,Syzygium filiforme,2011,NA,NA
401.2011,A63,A63T13,Ochanostachys amentacea,2011,2,3.141592654
402.2011,A63,A63T130,Garcinia cf. parvifolia,2011,NA,NA
403.2011,A63,A63T131,Garcinia cf. parvifolia,2011,NA,NA
404.2011,A63,A63T132,Garcinia cf. parvifolia,2011,NA,NA
405.2011,A63,A63T133,Syzygium glaucum,2011,NA,NA
406.2011,A63,A63T134,Syzygium filiforme,2011,NA,NA
407.2011,A63,A63T135,Rhodamnia cinerea,2011,NA,NA
408.2011,A63,A63T136,Syzygium filiforme,2011,NA,NA
409.2011,A63,A63T137,Gironniera subaequalis,2011,NA,NA
410.2011,A63,A63T138,Syzygium filiforme,2011,NA,NA
411.2011,A63,A63T139,Syzygium filiforme,2011,NA,NA
412.2011,A63,A63T14,Syzygium filiforme,2011,1.5,1.767145868
413.2011,A63,A63T140,Syzygium filiforme,2011,NA,NA
414.2011,A63,A63T141,Syzygium filiforme,2011,NA,NA
415.2011,A63,A63T142,Syzygium filiforme,2011,NA,NA
416.2011,A63,A63T142B,Syzygium filiforme,2011,NA,NA
417.2011,A63,A63T143,Archidendron clypearia,2011,NA,NA
418.2011,A63,A63T144,Gironniera subaequalis,2011,NA,NA
419.2011,A63,A63T145,Agrostistachys borneensis,2011,NA,NA
420.2011,A63,A63T146,Syzygium filiforme,2011,NA,NA
421.2011,A63,A63T147,Diospyros styraciformis,2011,NA,NA
422.2011,A63,A63T148,Syzygium filiforme,2011,NA,NA
423.2011,A63,A63T149,Prunus polystachya,2011,NA,NA
424.2011,A63,A63T15,Syzygium filiforme,2011,6.3,31.17245311
425.2011,A63,A63T150,Syzygium filiforme,2011,NA,NA
426.2011,A63,A63T151,Syzygium filiforme,2011,NA,NA
427.2011,A63,A63T152,Garcinia cf. parvifolia,2011,NA,NA
428.2011,A63,A63T153,Syzygium filiforme,2011,NA,NA
429.2011,A63,A63T154,Garcinia cf. parvifolia,2011,NA,NA
430.2011,A63,A63T155,Canarium pilosum,2011,NA,NA
431.2011,A63,A63T156,Gironniera subaequalis,2011,NA,NA
432.2011,A63,A63T157,Diospyros styraciformis,2011,NA,NA
433.2011,A63,A63T158,Elaeocarpus mastersii,2011,NA,NA
434.2011,A63,A63T159,Syzygium borneense,2011,NA,NA
435.2011,A63,A63T16,Syzygium filiforme,2011,1.1,0.950331778
436.2011,A63,A63T160,Syzygium filiforme,2011,NA,NA
437.2011,A63,A63T161,Elaeocarpus mastersii,2011,NA,NA
438.2011,A63,A63T162,Syzygium filiforme,2011,NA,NA
439.2011,A63,A63T163,Prunus polystachya,2011,NA,NA
440.2011,A63,A63T164,Phaeanthus ophthalmicus,2011,NA,NA
441.2011,A63,A63T165,Diplospora malaccensis,2011,NA,NA
442.2011,A63,A63T17,Syzygium filiforme,2011,3.7,10.75210086
443.2011,A63,A63T18,Syzygium filiforme,2011,8.1,51.5299735
444.2011,A63,A63T19,Syzygium filiforme,2011,2.7,5.725552611
445.2011,A63,A63T20,Syzygium filiforme,2011,1.4,1.5393804
446.2011,A63,A63T21,Syzygium filiforme,2011,3.4,9.079202769
447.2011,A63,A63T22,Syzygium filiforme,2011,1.1,0.950331778
448.2011,A63,A63T23,Syzygium filiforme,2011,1.5,1.767145868
449.2011,A63,A63T24,Trigonostemon villosus,2011,4,12.56637061
450.2011,A63,A63T25,Agrostistachys borneensis,2011,1.8,2.544690049
451.2011,A63,A63T26,Phaeanthus ophthalmicus,2011,1.6,2.010619298
452.2011,A63,A63T27,Syzygium filiforme,2011,3,7.068583471
453.2011,A63,A63T28,Trigonostemon villosus,2011,3.3,8.552985999
454.2011,A63,A63T29,Syzygium filiforme,2011,1.6,2.010619298
455.2011,A63,A63T30,Syzygium filiforme,2011,1.7,2.269800692
456.2011,A63,A63T31,Calophyllum pulcherrimum,2011,14.4,162.8601632
457.2011,A63,A63T32,Xanthophyllum eurhynchum,2011,1.1,0.950331778
458.2011,A63,A63T33,Syzygium filiforme,2011,2.8,6.157521601
459.2011,A63,A63T34,Calophyllum pulcherrimum,2011,1.6,2.010619298
460.2011,A63,A63T35,Syzygium filiforme,2011,2.7,5.725552611
461.2011,A63,A63T36,Syzygium filiforme,2011,1,0.785398163
462.2011,A63,A63T37,Syzygium filiforme,2011,1.4,1.5393804
463.2011,A63,A63T38,Calophyllum pulcherrimum,2011,6.8,36.31681108
464.2011,A63,A63T39,Syzygium filiforme,2011,4.1,13.20254313
465.2011,A63,A63T40,Syzygium filiforme,2011,2,3.141592654
466.2011,A63,A63T41,Syzygium filiforme,2011,6.5,33.1830724
467.2011,A63,A63T42,Syzygium filiforme,2011,1.4,1.5393804
468.2011,A63,A63T43,Syzygium filiforme,2011,4.2,13.8544236
469.2011,A63,A63T43B,Syzygium filiforme,2011,NA,NA
470.2011,A63,A63T44,Calophyllum pulcherrimum,2011,2.4,4.523893421
471.2011,A63,A63T45,Timonius wallichianus,2011,17.3,235.0618163
472.2011,A63,A63T45B,Timonius wallichianus,2011,NA,NA
473.2011,A63,A63T45C,Timonius wallichianus,2011,NA,NA
474.2011,A63,A63T45D,Timonius wallichianus,2011,NA,NA
475.2011,A63,A63T45E,Timonius wallichianus,2011,NA,NA
476.2011,A63,A63T45F,Timonius wallichianus,2011,NA,NA
477.2011,A63,A63T45G,Timonius wallichianus,2011,NA,NA
478.2011,A63,A63T46,Diospyros cf. lanceifolia,2011,1.8,2.544690049
479.2011,A63,A63T47,Horsfieldia punctatifolia,2011,1.7,2.269800692
480.2011,A63,A63T48,Rhodamnia cinerea,2011,18.9,280.5520779
481.2011,A63,A63T49,Calophyllum pulcherrimum,2011,2.5,4.908738521
482.2011,A63,A63T50,Rhodamnia cinerea,2011,15.7,193.5927933
483.2011,A63,A63T51,Gironniera nervosa,2011,9.5,70.88218425
484.2011,A63,A63T52,Syzygium filiforme,2011,3.3,8.552985999
485.2011,A63,A63T53,Rhodamnia cinerea,2011,13.6,145.2672443
486.2011,A63,A63T54,Syzygium filiforme,2011,2.8,6.157521601
487.2011,A63,A63T55,Calophyllum pulcherrimum,2011,5.2,21.23716634
488.2011,A63,A63T56,Syzygium borneense,2011,NA,NA
489.2011,A63,A63T57,Elaeocarpus mastersii,2011,NA,NA
490.2011,A63,A63T58,Syzygium filiforme,2011,NA,NA
491.2011,A63,A63T59,Syzygium filiforme,2011,NA,NA
492.2011,A63,A63T60,Syzygium filiforme,2011,NA,NA
493.2011,A63,A63T62,Elaeocarpus mastersii,2011,NA,NA
494.2011,A63,A63T63,Cratoxylum arborescens,2011,NA,NA
495.2011,A63,A63T64,Litsea elliptica,2011,NA,NA
496.2011,A63,A63T65,Gironniera nervosa,2011,NA,NA
497.2011,A63,A63T66A,Melastoma malabathricum,2011,NA,NA
498.2011,A63,A63T66B,Melastoma malabathricum,2011,NA,NA
499.2011,A63,A63T67,Archidendron clypearia,2011,NA,NA
500.2011,A63,A63T68,Elaeocarpus petiolatus,2011,NA,NA
501.2011,A63,A63T69A,Rhodamnia cinerea,2011,NA,NA
502.2011,A63,A63T69B,Rhodamnia cinerea,2011,NA,NA
503.2011,A63,A63T70,Palaquium obovatum,2011,NA,NA
504.2011,A63,A63T71,Xanthophyllum eurhynchum,2011,NA,NA
505.2011,A63,A63T72,Syzygium filiforme,2011,NA,NA
506.2011,A63,A63T73A,Syzygium filiforme,2011,NA,NA
507.2011,A63,A63T73B,Syzygium filiforme,2011,NA,NA
508.2011,A63,A63T74,Syzygium filiforme,2011,NA,NA
509.2011,A63,A63T75,Syzygium filiforme,2011,NA,NA
510.2011,A63,A63T76,Syzygium filiforme,2011,NA,NA
511.2011,A63,A63T77,Syzygium filiforme,2011,NA,NA
512.2011,A63,A63T78,Prunus polystachya,2011,NA,NA
513.2011,A63,A63T79,Melastoma malabathricum,2011,NA,NA
514.2011,A63,A63T80,Elaeocarpus salicifolius,2011,NA,NA
515.2011,A63,A63T81,Archidendron clypearia,2011,NA,NA
516.2011,A63,A63T82,Syzygium filiforme,2011,NA,NA
517.2011,A63,A63T83,Syzygium filiforme,2011,NA,NA
518.2011,A63,A63T84,Garcinia cf. parvifolia,2011,NA,NA
519.2011,A63,A63T85,Archidendron clypearia,2011,NA,NA
520.2011,A63,A63T86,Palaquium obovatum,2011,NA,NA
521.2011,A63,A63T87,Diospyros cf. lanceifolia,2011,NA,NA
522.2011,A63,A63T88,Archidendron clypearia,2011,NA,NA
523.2011,A63,A63T89,Rhodamnia cinerea,2011,NA,NA
524.2011,A63,A63T90,Cratoxylum arborescens,2011,NA,NA
525.2011,A63,A63T90B,Cratoxylum arborescens,2011,NA,NA
526.2011,A63,A63T91,Canarium pilosum,2011,NA,NA
527.2011,A63,A63T92,Garcinia cf. parvifolia,2011,NA,NA
528.2011,A63,A63T93,Archidendron clypearia,2011,NA,NA
529.2011,A63,A63T94,Syzygium filiforme,2011,NA,NA
530.2011,A63,A63T95,Elaeocarpus mastersii,2011,NA,NA
531.2011,A63,A63T96,Melastoma malabathricum,2011,NA,NA
532.2011,A63,A63T97,Aporosa globifera,2011,NA,NA
533.2011,A63,A63T98,Syzygium filiforme,2011,NA,NA
534.2011,A63,A63T99,Nephelium maingayi,2011,NA,NA
535.2011,A8,A8T01,Calophyllum pulcherrimum,2011,1.5,1.767145868
536.2011,A8,A8T02,Archidendron clypearia,2011,1.2,1.130973355
537.2011,A8,A8T03,Calophyllum pulcherrimum,2011,2.9,6.605198554
538.2011,A8,A8T04,Archidendron clypearia,2011,1.1,0.950331778
539.2011,A8,A8T05,Cinnamomum iners,2011,2.7,5.725552611
540.2011,A8,A8T06,Archidendron clypearia,2011,2.2,3.801327111
541.2011,A8,A8T07,Santiria rubiginosa,2011,1,0.785398163
542.2011,A8,A8T08,Calophyllum pulcherrimum,2011,3.2,8.042477193
543.2011,A8,A8T09,Knema intermedia,2011,1.9,2.83528737
544.2011,A8,A8T10,Ploiarium alternifolium,2011,6.7,35.25652355
545.2011,A8,A8T11,Ploiarium alternifolium,2011,9.3,67.92908715
546.2011,A8,A8T12,Calophyllum pulcherrimum,2011,1.2,1.130973355
547.2011,A8,A8T13,Calophyllum pulcherrimum,2011,1.5,1.767145868
548.2011,A8,A8T14,Calophyllum pulcherrimum,2011,1,0.785398163
549.2011,A8,A8T15,Calophyllum pulcherrimum,2011,1.6,2.010619298
550.2011,A8,A8T16,Calophyllum pulcherrimum,2011,1.4,1.5393804
551.2011,A8,A8T17,Calophyllum pulcherrimum,2011,1.5,1.767145868
552.2011,A8,A8T18,Calophyllum pulcherrimum,2011,1.7,2.269800692
553.2011,A8,A8T19,Calophyllum pulcherrimum,2011,1.7,2.269800692
554.2011,A8,A8T20,Calophyllum lanigerum var. austrocoriaceum,2011,2.1,3.463605901
555.2011,A8,A8T21,Syzygium lineatum,2011,1,0.785398163
556.2011,A8,A8T22,Calophyllum pulcherrimum,2011,3.7,10.75210086
557.2011,A8,A8T23,Calophyllum pulcherrimum,2011,1,0.785398163
558.2011,A8,A8T24,Calophyllum pulcherrimum,2011,1.9,2.83528737
559.2011,A8,A8T25,Calophyllum pulcherrimum,2011,2.2,3.801327111
560.2011,A8,A8T26,Calophyllum pulcherrimum,2011,1.5,1.767145868
561.2011,A8,A8T27,Calophyllum pulcherrimum,2011,2.7,5.725552611
562.2011,A8,A8T28,Calophyllum pulcherrimum,2011,1.8,2.544690049
563.2011,A8,A8T29,Calophyllum pulcherrimum,2011,1.6,2.010619298
564.2011,A8,A8T30,Rhodamnia cinerea,2011,24.9,486.9547153
565.2011,A8,A8T31,Macaranga bancana,2011,7.5,44.17864669
566.2011,A8,A8T32,Syzygium borneense,2011,1.5,1.767145868
567.2011,A8,A8T33,Calophyllum pulcherrimum,2011,1.5,1.767145868
568.2011,A8,A8T34,Timonius wallichianus,2011,6.3,31.17245311
569.2011,A8,A8T35,Campnosperma squamatum,2011,1.4,1.5393804
570.2011,A8,A8T36,Calophyllum pulcherrimum,2011,1.9,2.83528737
571.2011,A8,A8T37,Litsea grandis,2011,16.8,221.6707776
572.2011,A8,A8T38,Garcinia cf. parvifolia,2011,1.9,2.83528737
573.2011,A8,A8T39,Calophyllum pulcherrimum,2011,1.4,1.5393804
574.2011,A8,A8T40,Calophyllum pulcherrimum,2011,3.3,8.552985999
575.2011,A8,A8T41,Calophyllum pulcherrimum,2011,2.3,4.154756284
576.2011,A8,A8T42,Calophyllum pulcherrimum,2011,1.2,1.130973355
577.2011,A8,A8T43,Calophyllum pulcherrimum,2011,1.3,1.327322896
578.2011,A8,A8T44,Calophyllum pulcherrimum,2011,3,7.068583471
579.2011,A8,A8T45,Calophyllum pulcherrimum,2011,3.9,11.94590607
580.2011,A8,A8T46,Calophyllum pulcherrimum,2011,1.4,1.5393804
581.2011,A8,A8T47,Calophyllum pulcherrimum,2011,1.7,2.269800692
582.2011,A8,A8T48,Calophyllum pulcherrimum,2011,1.5,1.767145868
583.2011,A8,A8T49,Calophyllum pulcherrimum,2011,1.6,2.010619298
584.2011,A8,A8T50,Timonius flavescens,2011,4.3,14.52201204
585.2011,A8,A8T51,Timonius flavescens,2011,4.1,13.20254313
586.2011,A8,A8T52,Calophyllum pulcherrimum,2011,3.1,7.54767635
587.2011,A8,A8T53,Litsea elliptica,2011,2.2,3.801327111
588.2011,A8,A8T54,Litsea elliptica,2011,10.1,80.11846665
589.2011,A8,A8T55,Archidendron clypearia,2011,1.3,1.327322896
590.2011,A8,A8T56,Archidendron clypearia,2011,1.4,1.5393804
591.2011,A8,A8T57,Calophyllum pulcherrimum,2011,2.6,5.309291585
592.2011,A8,A8T58,Archidendron clypearia,2011,1.4,1.5393804
593.2011,A8,A8T59,Archidendron clypearia,2011,1.3,1.327322896
594.2011,A8,A8T60,Clerodendrum laevifolium,2011,4,12.56637061
595.2011,A8,A8T61,Porterandia anisophylla,2011,3.9,11.94590607
596.2011,A8,A8T62,Litsea elliptica,2011,30,706.8583471
597.2011,A8,A8T63,Clerodendrum laevifolium,2011,3.4,9.079202769
598.2011,A8,A8T64,Archidendron clypearia,2011,1,0.785398163
599.2011,A8,A8T65,Archidendron clypearia,2011,3.1,7.54767635
600.2011,A8,A8T65B,Archidendron clypearia,2011,NA,NA
601.2011,A8,A8T66,Archidendron clypearia,2011,NA,NA
602.2011,A8,A8T67,Calophyllum pulcherrimum,2011,NA,NA
603.2011,A8,A8T68,Gironniera nervosa,2011,NA,NA
604.2011,A8,A8T69,Calophyllum pulcherrimum,2011,NA,NA
605.2011,A8,A8T70,Archidendron clypearia,2011,NA,NA
606.2011,A8,A8T70B,Archidendron clypearia,2011,NA,NA
607.2011,A8,A8T71,Calophyllum pulcherrimum,2011,NA,NA
608.2011,A8,A8T72,Santiria rubiginosa,2011,NA,NA
609.2011,A8,A8T74,Archidendron clypearia,2011,NA,NA
610.2011,A8,A8T75,Calophyllum pulcherrimum,2011,NA,NA
611.2011,A8,A8T76,Archidendron clypearia,2011,NA,NA
612.2011,A8,A8T77,Archidendron clypearia,2011,NA,NA
613.2011,A8,A8T78,Archidendron clypearia,2011,NA,NA
614.2011,A8,A8T79,Archidendron clypearia,2011,NA,NA
615.2011,A8,A8T80,Garcinia cf. parvifolia,2011,NA,NA
616.2011,B10,B10T01,Dillenia suffruticosa,2011,4.4,15.20530844
617.2011,B10,B10T01B,Dillenia suffruticosa,2011,2.8,6.157521601
618.2011,B10,B10T01C,Dillenia suffruticosa,2011,2.5,4.908738521
619.2011,B10,B10T01D,Dillenia suffruticosa,2011,1.7,2.269800692
620.2011,B10,B10T01E,Dillenia suffruticosa,2011,NA,NA
621.2011,B10,B10T02,Macaranga gigantea,2011,27.2,581.0689772
622.2011,B10,B10T03,Dillenia suffruticosa,2011,3.5,9.621127502
623.2011,B10,B10T03B,Dillenia suffruticosa,2011,3.1,7.54767635
624.2011,B10,B10T03C,Dillenia suffruticosa,2011,2.2,3.801327111
625.2011,B10,B10T03D,Dillenia suffruticosa,2011,2,3.141592654
626.2011,B10,B10T03E,Dillenia suffruticosa,2011,NA,NA
627.2011,B10,B10T03F,Dillenia suffruticosa,2011,NA,NA
628.2011,B10,B10T03G,Dillenia suffruticosa,2011,NA,NA
629.2011,B10,B10T03H,Dillenia suffruticosa,2011,NA,NA
630.2011,B10,B10T03I,Dillenia suffruticosa,2011,NA,NA
631.2011,B10,B10T03J,Dillenia suffruticosa,2011,NA,NA
632.2011,B10,B10T03K,Dillenia suffruticosa,2011,NA,NA
633.2011,B10,B10T03L,Dillenia suffruticosa,2011,NA,NA
634.2011,B10,B10T03M,Dillenia suffruticosa,2011,NA,NA
635.2011,B10,B10T03N,Dillenia suffruticosa,2011,NA,NA
636.2011,B10,B10T03O,Dillenia suffruticosa,2011,NA,NA
637.2011,B10,B10T03P,Dillenia suffruticosa,2011,NA,NA
638.2011,B10,B10T03Q,Dillenia suffruticosa,2011,NA,NA
639.2011,B10,B10T03R,Dillenia suffruticosa,2011,NA,NA
640.2011,B10,B10T03S,Dillenia suffruticosa,2011,NA,NA
641.2011,B10,B10T04,Garcinia cf. parvifolia,2011,1.2,1.130973355
642.2011,B10,B10T05,Dillenia suffruticosa,2011,1.7,2.269800692
643.2011,B10,B10T05B,Dillenia suffruticosa,2011,1.5,1.767145868
644.2011,B10,B10T06,Dillenia suffruticosa,2011,2,3.141592654
645.2011,B10,B10T07,Hevea brasiliensis,2011,7.9,49.01669938
646.2011,B10,B10T08,Caryota mitis,2011,3.8,11.34114948
647.2011,B10,B10T09,Rhodamnia cinerea,2011,6.6,34.211944
648.2011,B10,B10T09B,Rhodamnia cinerea,2011,NA,NA
649.2011,B10,B10T10,Macaranga conifera,2011,1.6,2.010619298
650.2011,B10,B10T100,Dillenia suffruticosa,2011,NA,NA
651.2011,B10,B10T11,Dillenia suffruticosa,2011,1.2,1.130973355
652.2011,B10,B10T12,Dillenia suffruticosa,2011,1.1,0.950331778
653.2011,B10,B10T13,Dillenia suffruticosa,2011,1.2,1.130973355
654.2011,B10,B10T14,Caryota mitis,2011,11.1,96.76890771
655.2011,B10,B10T15,Macaranga bancana,2011,5.9,27.33971007
656.2011,B10,B10T16,Dillenia suffruticosa,2011,3.2,8.042477193
657.2011,B10,B10T16B,Dillenia suffruticosa,2011,3,7.068583471
658.2011,B10,B10T16C,Dillenia suffruticosa,2011,2.6,5.309291585
659.2011,B10,B10T16D,Dillenia suffruticosa,2011,1.2,1.130973355
660.2011,B10,B10T17,Dillenia suffruticosa,2011,2.4,4.523893421
661.2011,B10,B10T18,Dillenia suffruticosa,2011,1.2,1.130973355
662.2011,B10,B10T19,Dillenia suffruticosa,2011,2.5,4.908738521
663.2011,B10,B10T19B,Dillenia suffruticosa,2011,2.3,4.154756284
664.2011,B10,B10T20,Dillenia suffruticosa,2011,2.3,4.154756284
665.2011,B10,B10T20B,Dillenia suffruticosa,2011,1.6,2.010619298
666.2011,B10,B10T21,Dillenia suffruticosa,2011,4.1,13.20254313
667.2011,B10,B10T21B,Dillenia suffruticosa,2011,1.9,2.83528737
668.2011,B10,B10T22,Dillenia suffruticosa,2011,1.7,2.269800692
669.2011,B10,B10T23,Dillenia suffruticosa,2011,4.6,16.61902514
670.2011,B10,B10T23B,Dillenia suffruticosa,2011,4.6,16.61902514
671.2011,B10,B10T23C,Dillenia suffruticosa,2011,2.5,4.908738521
672.2011,B10,B10T23D,Dillenia suffruticosa,2011,NA,NA
673.2011,B10,B10T23E,Dillenia suffruticosa,2011,NA,NA
674.2011,B10,B10T23F,Dillenia suffruticosa,2011,NA,NA
675.2011,B10,B10T24,Dillenia suffruticosa,2011,3.5,9.621127502
676.2011,B10,B10T24B,Dillenia suffruticosa,2011,2.9,6.605198554
677.2011,B10,B10T24C,Dillenia suffruticosa,2011,NA,NA
678.2011,B10,B10T24D,Dillenia suffruticosa,2011,NA,NA
679.2011,B10,B10T24E,Dillenia suffruticosa,2011,NA,NA
680.2011,B10,B10T25,Dillenia suffruticosa,2011,2.5,4.908738521
681.2011,B10,B10T25B,Dillenia suffruticosa,2011,1.8,2.544690049
682.2011,B10,B10T26,Dillenia suffruticosa,2011,3.3,8.552985999
683.2011,B10,B10T26B,Dillenia suffruticosa,2011,3,7.068583471
684.2011,B10,B10T26C,Dillenia suffruticosa,2011,1.4,1.5393804
685.2011,B10,B10T26D,Dillenia suffruticosa,2011,1.4,1.5393804
686.2011,B10,B10T26E,Dillenia suffruticosa,2011,1,0.785398163
687.2011,B10,B10T27,Elaeocarpus ferrugineus,2011,4,12.56637061
688.2011,B10,B10T27B,Elaeocarpus ferrugineus,2011,2.8,6.157521601
689.2011,B10,B10T27C,Elaeocarpus ferrugineus,2011,NA,NA
690.2011,B10,B10T28,Dillenia suffruticosa,2011,1.4,1.5393804
691.2011,B10,B10T29,Dillenia suffruticosa,2011,3.9,11.94590607
692.2011,B10,B10T29B,Dillenia suffruticosa,2011,3.7,10.75210086
693.2011,B10,B10T29C,Dillenia suffruticosa,2011,3.5,9.621127502
694.2011,B10,B10T29D,Dillenia suffruticosa,2011,2.7,5.725552611
695.2011,B10,B10T30,Syzygium lineatum,2011,7.5,44.17864669
696.2011,B10,B10T31,Dillenia suffruticosa,2011,2.7,5.725552611
697.2011,B10,B10T31B,Dillenia suffruticosa,2011,1.9,2.83528737
698.2011,B10,B10T31C,Dillenia suffruticosa,2011,NA,NA
699.2011,B10,B10T31D,Dillenia suffruticosa,2011,NA,NA
700.2011,B10,B10T31E,Dillenia suffruticosa,2011,NA,NA
701.2011,B10,B10T31F,Dillenia suffruticosa,2011,NA,NA
702.2011,B10,B10T31G,Dillenia suffruticosa,2011,NA,NA
703.2011,B10,B10T31H,Dillenia suffruticosa,2011,NA,NA
704.2011,B10,B10T31I,Dillenia suffruticosa,2011,NA,NA
705.2011,B10,B10T31J,Dillenia suffruticosa,2011,NA,NA
706.2011,B10,B10T31K,Dillenia suffruticosa,2011,NA,NA
707.2011,B10,B10T32,Cinnamomum iners,2011,1.3,1.327322896
708.2011,B10,B10T32B,Cinnamomum iners,2011,1.2,1.130973355
709.2011,B10,B10T32C,Dillenia suffruticosa,2011,NA,NA
710.2011,B10,B10T32D,Dillenia suffruticosa,2011,NA,NA
711.2011,B10,B10T33,Dillenia suffruticosa,2011,1.7,2.269800692
712.2011,B10,B10T33B,Dillenia suffruticosa,2011,NA,NA
713.2011,B10,B10T34,Macaranga gigantea,2011,7,38.48451001
714.2011,B10,B10T35,Dillenia suffruticosa,2011,NA,NA
715.2011,B10,B10T36,Unknown,2011,NA,NA
716.2011,B10,B10T37,Ochanostachys amentacea,2011,NA,NA
717.2011,B10,B10T38,Caryota mitis,2011,NA,NA
718.2011,B10,B10T39,Dillenia suffruticosa,2011,NA,NA
719.2011,B10,B10T39B,Dillenia suffruticosa,2011,NA,NA
720.2011,B10,B10T39C,Dillenia suffruticosa,2011,NA,NA
721.2011,B10,B10T39D,Dillenia suffruticosa,2011,NA,NA
722.2011,B10,B10T39E,Dillenia suffruticosa,2011,NA,NA
723.2011,B10,B10T39F,Dillenia suffruticosa,2011,NA,NA
724.2011,B10,B10T40,Cinnamomum iners,2011,NA,NA
725.2011,B10,B10T41,Cinnamomum iners,2011,NA,NA
726.2011,B10,B10T42,Dillenia suffruticosa,2011,NA,NA
727.2011,B10,B10T42B,Dillenia suffruticosa,2011,NA,NA
728.2011,B10,B10T43,Dillenia suffruticosa,2011,NA,NA
729.2011,B10,B10T43B,Dillenia suffruticosa,2011,NA,NA
730.2011,B10,B10T44,Dillenia suffruticosa,2011,NA,NA
731.2011,B10,B10T45,Dillenia suffruticosa,2011,NA,NA
732.2011,B10,B10T46,Dillenia suffruticosa,2011,NA,NA
733.2011,B10,B10T47,Dillenia suffruticosa,2011,NA,NA
734.2011,B10,B10T48,Dillenia suffruticosa,2011,NA,NA
735.2011,B10,B10T49,Dillenia suffruticosa,2011,NA,NA
736.2011,B10,B10T50,Garcinia cf. parvifolia,2011,2,3.141592654
737.2011,B10,B10T51,Unknown,2011,NA,NA
738.2011,B10,B10T51B,Unknown,2011,NA,NA
739.2011,B10,B10T52,Dillenia suffruticosa,2011,NA,NA
740.2011,B10,B10T52B,Dillenia suffruticosa,2011,NA,NA
741.2011,B10,B10T52C,Dillenia suffruticosa,2011,NA,NA
742.2011,B10,B10T52D,Dillenia suffruticosa,2011,NA,NA
743.2011,B10,B10T52E,Dillenia suffruticosa,2011,NA,NA
744.2011,B10,B10T52F,Dillenia suffruticosa,2011,NA,NA
745.2011,B10,B10T52G,Dillenia suffruticosa,2011,NA,NA
746.2011,B10,B10T52H,Dillenia suffruticosa,2011,NA,NA
747.2011,B10,B10T52I,Dillenia suffruticosa,2011,NA,NA
748.2011,B10,B10T52J,Dillenia suffruticosa,2011,NA,NA
749.2011,B10,B10T52K,Dillenia suffruticosa,2011,NA,NA
750.2011,B10,B10T52L,Dillenia suffruticosa,2011,NA,NA
751.2011,B10,B10T53,Dillenia suffruticosa,2011,NA,NA
752.2011,B10,B10T54,Dillenia suffruticosa,2011,NA,NA
753.2011,B10,B10T55,Dillenia suffruticosa,2011,NA,NA
754.2011,B10,B10T56,Dillenia suffruticosa,2011,NA,NA
755.2011,B10,B10T57,Dillenia suffruticosa,2011,NA,NA
756.2011,B10,B10T58,Dillenia suffruticosa,2011,NA,NA
757.2011,B10,B10T58B,Dillenia suffruticosa,2011,NA,NA
758.2011,B10,B10T58C,Dillenia suffruticosa,2011,NA,NA
759.2011,B10,B10T58D,Dillenia suffruticosa,2011,NA,NA
760.2011,B10,B10T59,Dillenia suffruticosa,2011,NA,NA
761.2011,B10,B10T59B,Dillenia suffruticosa,2011,NA,NA
762.2011,B10,B10T59C,Dillenia suffruticosa,2011,NA,NA
763.2011,B10,B10T60,Dillenia suffruticosa,2011,NA,NA
764.2011,B10,B10T61,Dillenia suffruticosa,2011,NA,NA
765.2011,B10,B10T61B,Dillenia suffruticosa,2011,NA,NA
766.2011,B10,B10T62,Dillenia suffruticosa,2011,NA,NA
767.2011,B10,B10T63,Dillenia suffruticosa,2011,NA,NA
768.2011,B10,B10T64,Dillenia suffruticosa,2011,NA,NA
769.2011,B10,B10T65,Dillenia suffruticosa,2011,NA,NA
770.2011,B10,B10T65B,Dillenia suffruticosa,2011,NA,NA
771.2011,B10,B10T65C,Dillenia suffruticosa,2011,NA,NA
772.2011,B10,B10T66,Mallotus paniculatus,2011,NA,NA
773.2011,B10,B10T67,Mallotus paniculatus,2011,NA,NA
774.2011,B10,B10T68,Dillenia suffruticosa,2011,NA,NA
775.2011,B10,B10T68B,Dillenia suffruticosa,2011,NA,NA
776.2011,B10,B10T69,Dillenia suffruticosa,2011,NA,NA
777.2011,B10,B10T70,Dillenia suffruticosa,2011,NA,NA
778.2011,B10,B10T71,Litsea cf. accedens,2011,NA,NA
779.2011,B10,B10T72,Mallotus paniculatus,2011,NA,NA
