,plot,UID,species,year,dbh,basal
3427.2011,G2,G2T125,Gironniera nervosa,2011,NA,NA
3428.2011,G2,G2T126,Litsea elliptica,2011,NA,NA
3429.2011,G2,G2T127,Garcinia nigrolineata,2011,NA,NA
3430.2011,G2,G2T128,Garcinia parvifolia,2011,NA,NA
3431.2011,G2,G2T12A,Archidendron clypearia,2011,19.2,289.529179
3432.2011,G2,G2T12B,Archidendron clypearia,2011,NA,NA
3433.2011,G2,G2T12C,Archidendron clypearia,2011,NA,NA
3434.2011,G2,G2T12D,Archidendron clypearia,2011,NA,NA
3435.2011,G2,G2T12E,Archidendron clypearia,2011,NA,NA
3436.2011,G2,G2T12F,Archidendron clypearia,2011,NA,NA
3437.2011,G2,G2T13,Calophyllum wallichianum var. incrassatum,2011,16.5,213.82465
3438.2011,G2,G2T14,Rhodamnia cinerea,2011,13.6,145.2672443
3439.2011,G2,G2T15,Xanthophyllum eurhynchum,2011,2.8,6.157521601
3440.2011,G2,G2T15B,Xanthophyllum eurhynchum,2011,NA,NA
3441.2011,G2,G2T16,Archidendron clypearia,2011,NA,NA
3442.2011,G2,G2T16B,Archidendron clypearia,2011,NA,NA
3443.2011,G2,G2T17,Archidendron clypearia,2011,NA,NA
3444.2011,G2,G2T18,Litsea elliptica,2011,NA,NA
3445.2011,G2,G2T19,Archidendron clypearia,2011,NA,NA
3446.2011,G2,G2T20,Archidendron clypearia,2011,NA,NA
3447.2011,G2,G2T21A,Garcinia nigrolineata,2011,NA,NA
3448.2011,G2,G2T21B,Garcinia nigrolineata,2011,NA,NA
3449.2011,G2,G2T22,Rhodamnia cinerea,2011,NA,NA
3450.2011,G2,G2T22B,Rhodamnia cinerea,2011,NA,NA
3451.2011,G2,G2T23A,Burseraceae 1,2011,NA,NA
3452.2011,G2,G2T23B,Burseraceae 1,2011,NA,NA
3453.2011,G2,G2T24,Litsea firma,2011,NA,NA
3454.2011,G2,G2T25,Litsea elliptica,2011,NA,NA
3455.2011,G2,G2T25B,Litsea elliptica,2011,NA,NA
3456.2011,G2,G2T26,Alstonia angustifolia,2011,NA,NA
3457.2011,G2,G2T27A,Archidendron clypearia,2011,NA,NA
3458.2011,G2,G2T27B,Archidendron clypearia,2011,NA,NA
3459.2011,G2,G2T28,Archidendron clypearia,2011,NA,NA
3460.2011,G2,G2T29,Archidendron clypearia,2011,NA,NA
3461.2011,G2,G2T30,Litsea elliptica,2011,NA,NA
3462.2011,G2,G2T31,Archidendron clypearia,2011,NA,NA
3463.2011,G2,G2T32,Litsea elliptica,2011,NA,NA
3464.2011,G2,G2T32B,Litsea elliptica,2011,NA,NA
3465.2011,G2,G2T34,Alstonia angustifolia,2011,NA,NA
3466.2011,G2,G2T35,Archidendron clypearia,2011,NA,NA
3467.2011,G2,G2T36,Archidendron clypearia,2011,NA,NA
3468.2011,G2,G2T37,Alstonia angustifolia,2011,NA,NA
3469.2011,G2,G2T38,Archidendron clypearia,2011,NA,NA
3470.2011,G2,G2T39,Archidendron clypearia,2011,NA,NA
3471.2011,G2,G2T40,Archidendron clypearia,2011,NA,NA
3472.2011,G2,G2T41,Archidendron clypearia,2011,NA,NA
3473.2011,G2,G2T42,Alstonia angustifolia,2011,NA,NA
3474.2011,G2,G2T43,Litsea elliptica,2011,NA,NA
3475.2011,G2,G2T43B,Litsea elliptica,2011,NA,NA
3476.2011,G2,G2T44,Archidendron clypearia,2011,NA,NA
3477.2011,G2,G2T45,Archidendron clypearia,2011,NA,NA
3478.2011,G2,G2T45B,Archidendron clypearia,2011,NA,NA
3479.2011,G2,G2T46,Alstonia angustifolia,2011,NA,NA
3480.2011,G2,G2T47,Archidendron clypearia,2011,NA,NA
3481.2011,G2,G2T50,Alstonia angustifolia,2011,NA,NA
3482.2011,G2,G2T51,Alstonia angustifolia,2011,NA,NA
3483.2011,G2,G2T52,Litsea elliptica,2011,NA,NA
3484.2011,G2,G2T53,Archidendron clypearia,2011,NA,NA
3485.2011,G2,G2T54,Archidendron clypearia,2011,NA,NA
3486.2011,G2,G2T55,Archidendron clypearia,2011,NA,NA
3487.2011,G2,G2T56,Archidendron clypearia,2011,NA,NA
3488.2011,G2,G2T57,Alstonia angustifolia,2011,NA,NA
3489.2011,G2,G2T58,Garcinia cf. parvifolia,2011,NA,NA
3490.2011,G2,G2T59,Archidendron clypearia,2011,NA,NA
3491.2011,G2,G2T60,Archidendron clypearia,2011,NA,NA
3492.2011,G2,G2T61,Archidendron clypearia,2011,NA,NA
3493.2011,G2,G2T62,Archidendron clypearia,2011,NA,NA
3494.2011,G2,G2T63,Alstonia angustifolia,2011,NA,NA
3495.2011,G2,G2T64,Archidendron clypearia,2011,NA,NA
3496.2011,G2,G2T65,Litsea firma,2011,NA,NA
3497.2011,G2,G2T66A,Melastoma malabathricum,2011,NA,NA
3498.2011,G2,G2T66B,Melastoma malabathricum,2011,NA,NA
3499.2011,G2,G2T67,Archidendron clypearia,2011,NA,NA
3500.2011,G2,G2T68,Prunus polystachya,2011,NA,NA
3501.2011,G2,G2T69,Alstonia angustifolia,2011,NA,NA
3502.2011,G2,G2T70,Alstonia angustifolia,2011,NA,NA
3503.2011,G2,G2T71,Melastoma malabathricum,2011,NA,NA
3504.2011,G2,G2T72,Macaranga gigantea,2011,NA,NA
3505.2011,G2,G2T73,Alstonia angustifolia,2011,NA,NA
3506.2011,G2,G2T74,Prunus polystachya,2011,NA,NA
3507.2011,G2,G2T75A,Melastoma malabathricum,2011,NA,NA
3508.2011,G2,G2T75B,Melastoma malabathricum,2011,NA,NA
3509.2011,G2,G2T76A,Nothaphoebe umbelliflora,2011,NA,NA
3510.2011,G2,G2T76B,Nothaphoebe umbelliflora,2011,NA,NA
3511.2011,G2,G2T77,Prunus polystachya,2011,NA,NA
3512.2011,G2,G2T78,Archidendron clypearia,2011,NA,NA
3513.2011,G2,G2T79A,Phaeanthus ophthalmicus,2011,NA,NA
3514.2011,G2,G2T79B,Phaeanthus ophthalmicus,2011,NA,NA
3515.2011,G2,G2T79C,Phaeanthus ophthalmicus,2011,NA,NA
3516.2011,G2,G2T80,Litsea elliptica,2011,NA,NA
3517.2011,G2,G2T81,Archidendron clypearia,2011,NA,NA
3518.2011,G2,G2T82,Elaeocarpus mastersii,2011,NA,NA
3519.2011,G2,G2T83,Archidendron clypearia,2011,NA,NA
3520.2011,G2,G2T84,Litsea elliptica,2011,NA,NA
3521.2011,G2,G2T85,Alstonia angustifolia,2011,NA,NA
3522.2011,G2,G2T86,Litsea firma,2011,NA,NA
3523.2011,G2,G2T87,Archidendron clypearia,2011,NA,NA
3524.2011,G2,G2T88A,Phaeanthus ophthalmicus,2011,NA,NA
3525.2011,G2,G2T88B,Phaeanthus ophthalmicus,2011,NA,NA
3526.2011,G2,G2T89,Litsea elliptica,2011,NA,NA
3527.2011,G2,G2T90,Archidendron clypearia,2011,NA,NA
3528.2011,G2,G2T91,Litsea elliptica,2011,NA,NA
3529.2011,G2,G2T92,Alstonia angustifolia,2011,NA,NA
3530.2011,G2,G2T93,Alstonia angustifolia,2011,NA,NA
3531.2011,G2,G2T94,Alstonia angustifolia,2011,NA,NA
3532.2011,G2,G2T95,Litsea elliptica,2011,NA,NA
3533.2011,G2,G2T96,Alstonia angustifolia,2011,NA,NA
3534.2011,G2,G2T97,Alstonia angustifolia,2011,NA,NA
3535.2011,G2,G2T97B,Alstonia angustifolia,2011,NA,NA
3536.2011,G2,G2T98,Alstonia angustifolia,2011,NA,NA
3537.2011,G2,G2T99,Litsea elliptica,2011,NA,NA
3538.2011,G4,G4T01,Calophyllum pulcherrimum,2011,21.4,359.6809429
3539.2011,G4,G4T02,Palaquium obovatum,2011,2.8,6.157521601
3540.2011,G4,G4T03,Calophyllum pulcherrimum,2011,2.2,3.801327111
3541.2011,G4,G4T04,Heritiera elata,2011,2.4,4.523893421
3542.2011,G4,G4T05,Baccaurea bracteata,2011,3.2,8.042477193
3543.2011,G4,G4T06,Baccaurea bracteata,2011,2,3.141592654
3544.2011,G4,G4T06B,Melastoma malabathricum,2011,NA,NA
3545.2011,G4,G4T06C,Melastoma malabathricum,2011,NA,NA
3546.2011,G4,G4T07,Garcinia cf. parvifolia,2011,1.1,0.950331778
3547.2011,G4,G4T08,Porterandia anisophylla,2011,2.3,4.154756284
3548.2011,G4,G4T09,Calophyllum wallichianum var. incrassatum,2011,1.3,1.327322896
3549.2011,G4,G4T10,Calophyllum wallichianum var. incrassatum,2011,2.7,5.725552611
3550.2011,G4,G4T100,Garcinia cf. parvifolia,2011,NA,NA
3551.2011,G4,G4T101,Burseraceae 1,2011,NA,NA
3552.2011,G4,G4T102,Xanthophyllum eurhynchum,2011,NA,NA
3553.2011,G4,G4T103,Trema cannabina,2011,NA,NA
3554.2011,G4,G4T104,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3555.2011,G4,G4T105,Garcinia cf. parvifolia,2011,NA,NA
3556.2011,G4,G4T106A,Melastoma malabathricum,2011,NA,NA
3557.2011,G4,G4T106B,Melastoma malabathricum,2011,NA,NA
3558.2011,G4,G4T106C,Melastoma malabathricum,2011,NA,NA
3559.2011,G4,G4T107,Prunus polystachya,2011,NA,NA
3560.2011,G4,G4T108,Prunus polystachya,2011,NA,NA
3561.2011,G4,G4T109A,Burseraceae 1,2011,NA,NA
3562.2011,G4,G4T109B,Burseraceae 1,2011,NA,NA
3563.2011,G4,G4T109C,Burseraceae 1,2011,NA,NA
3564.2011,G4,G4T11,Calophyllum pulcherrimum,2011,1.9,2.83528737
3565.2011,G4,G4T110,Palaquium obovatum,2011,NA,NA
3566.2011,G4,G4T111,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3567.2011,G4,G4T112,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3568.2011,G4,G4T113,Burseraceae 1,2011,NA,NA
3569.2011,G4,G4T114,Elaeocarpus petiolatus,2011,NA,NA
3570.2011,G4,G4T115,Garcinia cf. parvifolia,2011,NA,NA
3571.2011,G4,G4T116,Prunus polystachya,2011,NA,NA
3572.2011,G4,G4T117A,Prunus polystachya,2011,NA,NA
3573.2011,G4,G4T117B,Prunus polystachya,2011,NA,NA
3574.2011,G4,G4T118,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3575.2011,G4,G4T119,Prunus polystachya,2011,NA,NA
3576.2011,G4,G4T12,Gironniera nervosa,2011,1.6,2.010619298
3577.2011,G4,G4T120,Elaeocarpus salicifolius,2011,NA,NA
3578.2011,G4,G4T121,Burseraceae 1,2011,NA,NA
3579.2011,G4,G4T122,Archidendron clypearia,2011,NA,NA
3580.2011,G4,G4T123,Burseraceae 1,2011,NA,NA
3581.2011,G4,G4T124,Macaranga heynei,2011,NA,NA
3582.2011,G4,G4T125,Burseraceae 1,2011,NA,NA
3583.2011,G4,G4T126,Burseraceae 1,2011,NA,NA
3584.2011,G4,G4T127,Cratoxylum formosum,2011,NA,NA
3585.2011,G4,G4T127,Cratoxylum maingayi,2011,NA,NA
3586.2011,G4,G4T128A,Ficus microcarpa,2011,NA,NA
3587.2011,G4,G4T128B,Ficus microcarpa,2011,NA,NA
3588.2011,G4,G4T128C,Ficus microcarpa,2011,NA,NA
3589.2011,G4,G4T128D,Ficus microcarpa,2011,NA,NA
3590.2011,G4,G4T129,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3591.2011,G4,G4T13,Aporosa lucida,2011,2.9,6.605198554
3592.2011,G4,G4T130,Timonius wallichianus,2011,NA,NA
3593.2011,G4,G4T131,Prunus polystachya,2011,NA,NA
3594.2011,G4,G4T132,Prunus polystachya,2011,NA,NA
3595.2011,G4,G4T133,Prunus polystachya,2011,NA,NA
3596.2011,G4,G4T134,Prunus polystachya,2011,NA,NA
3597.2011,G4,G4T135,Garcinia cf. parvifolia,2011,NA,NA
3598.2011,G4,G4T136,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3599.2011,G4,G4T137,Prunus polystachya,2011,NA,NA
3600.2011,G4,G4T138,Burseraceae 1,2011,NA,NA
3601.2011,G4,G4T139,Prunus polystachya,2011,NA,NA
3602.2011,G4,G4T14,Burseraceae 1,2011,1,0.785398163
3603.2011,G4,G4T140,Prunus polystachya,2011,NA,NA
3604.2011,G4,G4T141,Ziziphus calophylla,2011,NA,NA
3605.2011,G4,G4T142,Prunus polystachya,2011,NA,NA
3606.2011,G4,G4T143,Helicia excelsa,2011,NA,NA
3607.2011,G4,G4T144,Santiria laevigata,2011,NA,NA
3608.2011,G4,G4T145,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3609.2011,G4,G4T146,Prunus polystachya,2011,NA,NA
3610.2011,G4,G4T147,Knema laurina,2011,NA,NA
3611.2011,G4,G4T148,Garcinia cf. parvifolia,2011,NA,NA
3612.2011,G4,G4T149,Garcinia cf. parvifolia,2011,NA,NA
3613.2011,G4,G4T15,Burseraceae 1,2011,2.5,4.908738521
3614.2011,G4,G4T150,Burseraceae 1,2011,NA,NA
3615.2011,G4,G4T151,Beilschmiedia madang,2011,NA,NA
3616.2011,G4,G4T152,Prunus polystachya,2011,NA,NA
3617.2011,G4,G4T153,Prunus polystachya,2011,NA,NA
3618.2011,G4,G4T154,Prunus polystachya,2011,NA,NA
3619.2011,G4,G4T155A,Ixonanthes icosandra,2011,NA,NA
3620.2011,G4,G4T155B,Ixonanthes icosandra,2011,NA,NA
3621.2011,G4,G4T155C,Ixonanthes icosandra,2011,NA,NA
3622.2011,G4,G4T155D,Ixonanthes icosandra,2011,NA,NA
3623.2011,G4,G4T155E,Ixonanthes icosandra,2011,NA,NA
3624.2011,G4,G4T156,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3625.2011,G4,G4T157,Burseraceae 1,2011,NA,NA
3626.2011,G4,G4T158,Gironniera nervosa,2011,NA,NA
3627.2011,G4,G4T159,Prunus polystachya,2011,NA,NA
3628.2011,G4,G4T16,Palaquium obovatum,2011,1.8,2.544690049
3629.2011,G4,G4T160,Burseraceae 1,2011,NA,NA
3630.2011,G4,G4T161,Prunus polystachya,2011,NA,NA
3631.2011,G4,G4T162,Litsea firma,2011,NA,NA
3632.2011,G4,G4T163,Garcinia cf. parvifolia,2011,NA,NA
3633.2011,G4,G4T164,Prunus polystachya,2011,NA,NA
3634.2011,G4,G4T165,Arthrophyllum diversifolium,2011,NA,NA
3635.2011,G4,G4T166,Litsea elliptica,2011,NA,NA
3636.2011,G4,G4T167,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3637.2011,G4,G4T168,Ixonanthes icosandra,2011,NA,NA
3638.2011,G4,G4T169,Cratoxylum formosum,2011,NA,NA
3639.2011,G4,G4T16B,Palaquium obovatum,2011,NA,NA
3640.2011,G4,G4T17,Calophyllum wallichianum var. incrassatum,2011,1.5,1.767145868
3641.2011,G4,G4T170,Ixonanthes icosandra,2011,NA,NA
3642.2011,G4,G4T171,Syzygium filiforme,2011,NA,NA
3643.2011,G4,G4T172,Knema intermedia,2011,NA,NA
3644.2011,G4,G4T173,Prunus polystachya,2011,NA,NA
3645.2011,G4,G4T174,Palaquium obovatum,2011,NA,NA
3646.2011,G4,G4T175,Garcinia cf. parvifolia,2011,NA,NA
3647.2011,G4,G4T176,Anisophyllea disticha,2011,NA,NA
3648.2011,G4,G4T177,Garcinia cf. parvifolia,2011,NA,NA
3649.2011,G4,G4T178,Calophyllum tetrapterum,2011,NA,NA
3650.2011,G4,G4T179,Syzygium filiforme,2011,NA,NA
3651.2011,G4,G4T18,Aquilaria malaccensis,2011,2.4,4.523893421
3652.2011,G4,G4T180,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3653.2011,G4,G4T181,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3654.2011,G4,G4T182,Palaquium obovatum,2011,NA,NA
3655.2011,G4,G4T183,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3656.2011,G4,G4T184,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3657.2011,G4,G4T185,Alstonia angustifolia,2011,NA,NA
3658.2011,G4,G4T186,Garcinia forbesii,2011,NA,NA
3659.2011,G4,G4T187,Knema intermedia,2011,NA,NA
3660.2011,G4,G4T188,Prunus polystachya,2011,NA,NA
3661.2011,G4,G4T189,Garcinia cf. parvifolia,2011,NA,NA
3662.2011,G4,G4T19,Aporosa lucida,2011,2.9,6.605198554
3663.2011,G4,G4T190,Xylopia malayana,2011,NA,NA
3664.2011,G4,G4T191,Garcinia cf. parvifolia,2011,NA,NA
3665.2011,G4,G4T192,Gironniera nervosa,2011,NA,NA
3666.2011,G4,G4T19B,Aporosa lucida,2011,NA,NA
3667.2011,G4,G4T19C,Aporosa lucida,2011,NA,NA
3668.2011,G4,G4T20,Burseraceae 1,2011,2.1,3.463605901
3669.2011,G4,G4T21,Ixonanthes icosandra,2011,3.2,8.042477193
3670.2011,G4,G4T22,Santiria laevigata,2011,2.6,5.309291585
3671.2011,G4,G4T23,Calophyllum wallichianum var. incrassatum,2011,2.7,5.725552611
3672.2011,G4,G4T24,Burseraceae 1,2011,1.2,1.130973355
3673.2011,G4,G4T25,Burseraceae 1,2011,2,3.141592654
3674.2011,G4,G4T26,Gironniera nervosa,2011,1,0.785398163
3675.2011,G4,G4T27,Burseraceae 1,2011,1.2,1.130973355
3676.2011,G4,G4T28,Calophyllum wallichianum var. incrassatum,2011,3,7.068583471
3677.2011,G4,G4T29,Calophyllum wallichianum var. incrassatum,2011,2.7,5.725552611
3678.2011,G4,G4T30,Prunus polystachya,2011,1.1,0.950331778
3679.2011,G4,G4T31,Prunus polystachya,2011,1.6,2.010619298
3680.2011,G4,G4T32,Burseraceae 1,2011,3.1,7.54767635
3681.2011,G4,G4T33,Gironniera nervosa,2011,3.5,9.621127502
3682.2011,G4,G4T34,Aporosa frutescens,2011,6.5,33.1830724
3683.2011,G4,G4T34B,Aporosa frutescens,2011,NA,NA
3684.2011,G4,G4T35,Aporosa frutescens,2011,2,3.141592654
3685.2011,G4,G4T36,Calophyllum wallichianum var. incrassatum,2011,2.5,4.908738521
3686.2011,G4,G4T37,Timonius wallichianus,2011,8.8,60.82123377
3687.2011,G4,G4T37B,Timonius wallichianus,2011,NA,NA
3688.2011,G4,G4T38,Gordonia multinervis,2011,2.7,5.725552611
3689.2011,G4,G4T39,Calophyllum wallichianum var. incrassatum,2011,1.2,1.130973355
3690.2011,G4,G4T40,Calophyllum wallichianum var. incrassatum,2011,3.1,7.54767635
3691.2011,G4,G4T40B,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3692.2011,G4,G4T41,Calophyllum wallichianum var. incrassatum,2011,2.2,3.801327111
3693.2011,G4,G4T42,Calophyllum wallichianum var. incrassatum,2011,1.8,2.544690049
3694.2011,G4,G4T43,Calophyllum wallichianum var. incrassatum,2011,4,12.56637061
3695.2011,G4,G4T44,Burseraceae 1,2011,1,0.785398163
3696.2011,G4,G4T45,Palaquium obovatum,2011,2.7,5.725552611
3697.2011,G4,G4T45B,Palaquium obovatum,2011,NA,NA
3698.2011,G4,G4T46,Calophyllum wallichianum var. incrassatum,2011,1.3,1.327322896
3699.2011,G4,G4T46B,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3700.2011,G4,G4T47,Burseraceae 1,2011,1,0.785398163
3701.2011,G4,G4T48A,Archidendron clypearia,2011,1.7,2.269800692
3702.2011,G4,G4T48B,Archidendron clypearia,2011,NA,NA
3703.2011,G4,G4T48C,Archidendron clypearia,2011,NA,NA
3704.2011,G4,G4T49,Gynotroches axillaris,2011,NA,NA
3705.2011,G4,G4T50,Prunus polystachya,2011,NA,NA
3706.2011,G4,G4T51,Gironniera nervosa,2011,NA,NA
3707.2011,G4,G4T52,Prunus polystachya,2011,NA,NA
3708.2011,G4,G4T53,Archidendron clypearia,2011,NA,NA
3709.2011,G4,G4T54,Prunus polystachya,2011,NA,NA
3710.2011,G4,G4T55,Prunus polystachya,2011,NA,NA
3711.2011,G4,G4T56,Gironniera nervosa,2011,NA,NA
3712.2011,G4,G4T57,Burseraceae 1,2011,NA,NA
3713.2011,G4,G4T58,Burseraceae 1,2011,NA,NA
3714.2011,G4,G4T59,Prunus polystachya,2011,NA,NA
3715.2011,G4,G4T59B,Prunus polystachya,2011,NA,NA
3716.2011,G4,G4T60,Alstonia angustifolia,2011,NA,NA
3717.2011,G4,G4T61,Prunus polystachya,2011,NA,NA
3718.2011,G4,G4T62,Burseraceae 1,2011,NA,NA
3719.2011,G4,G4T62B,Burseraceae 1,2011,NA,NA
3720.2011,G4,G4T63,Ixonanthes icosandra,2011,NA,NA
3721.2011,G4,G4T64,Clerodendrum laevifolium,2011,NA,NA
3722.2011,G4,G4T65,Prunus polystachya,2011,NA,NA
3723.2011,G4,G4T66,Litsea elliptica,2011,NA,NA
3724.2011,G4,G4T67,Hevea brasiliensis,2011,NA,NA
3725.2011,G4,G4T68,Prunus polystachya,2011,NA,NA
3726.2011,G4,G4T69,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3727.2011,G4,G4T70,Burseraceae 1,2011,NA,NA
3728.2011,G4,G4T71,Burseraceae 1,2011,NA,NA
3729.2011,G4,G4T72A,Prunus polystachya,2011,NA,NA
3730.2011,G4,G4T72B,Prunus polystachya,2011,NA,NA
3731.2011,G4,G4T73,Burseraceae 1,2011,NA,NA
3732.2011,G4,G4T74,Gynotroches axillaris,2011,NA,NA
3733.2011,G4,G4T75,Prunus polystachya,2011,NA,NA
3734.2011,G4,G4T76,Elaeocarpus salicifolius,2011,NA,NA
3735.2011,G4,G4T77,Burseraceae 1,2011,NA,NA
3736.2011,G4,G4T78,Gironniera nervosa,2011,NA,NA
3737.2011,G4,G4T79,Burseraceae 1,2011,NA,NA
3738.2011,G4,G4T80,Burseraceae 1,2011,NA,NA
3739.2011,G4,G4T81,Garcinia cf. parvifolia,2011,NA,NA
3740.2011,G4,G4T82,Burseraceae 1,2011,NA,NA
3741.2011,G4,G4T83,Xanthophyllum ellipticum,2011,NA,NA
3742.2011,G4,G4T84,Burseraceae 1,2011,NA,NA
3743.2011,G4,G4T85,Burseraceae 1,2011,NA,NA
3744.2011,G4,G4T86,Lithocarpus ewyckii,2011,NA,NA
3745.2011,G4,G4T86a,Aporosa lucida,2011,NA,NA
3746.2011,G4,G4T86b,Aporosa lucida,2011,NA,NA
3747.2011,G4,G4T87,Burseraceae 1,2011,NA,NA
3748.2011,G4,G4T88,Elaeocarpus salicifolius,2011,NA,NA
3749.2011,G4,G4T89,Syzygium zeylanicum,2011,NA,NA
3750.2011,G4,G4T90,Elaeocarpus salicifolius,2011,NA,NA
3751.2011,G4,G4T91,Syzygium filiforme,2011,NA,NA
3752.2011,G4,G4T91B,Syzygium filiforme,2011,NA,NA
3753.2011,G4,G4T91C,Syzygium filiforme,2011,NA,NA
3754.2011,G4,G4T92,Prunus polystachya,2011,NA,NA
3755.2011,G4,G4T93,Xanthophyllum ellipticum,2011,NA,NA
3756.2011,G4,G4T94,Garcinia cf. parvifolia,2011,NA,NA
3757.2011,G4,G4T95,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3758.2011,G4,G4T96,Prunus polystachya,2011,NA,NA
3759.2011,G4,G4T97,Palaquium obovatum,2011,NA,NA
3760.2011,G4,G4T97B,Palaquium obovatum,2011,NA,NA
3761.2011,G4,G4T97B,Palaquium obovatum,2011,NA,NA
3762.2011,G4,G4T98,Gironniera nervosa,2011,NA,NA
3763.2011,G4,G4T99,Prunus polystachya,2011,NA,NA
3764.2011,H11,H11T01,Streblus elongatus,2011,2.9,6.605198554
3765.2011,H11,H11T02,Streblus elongatus,2011,2,3.141592654
3766.2011,H11,H11T03,Koilodepas longifolium,2011,1.8,2.544690049
3767.2011,H11,H11T04,Koilodepas longifolium,2011,2,3.141592654
3768.2011,H11,H11T05,Koilodepas longifolium,2011,2.2,3.801327111
3769.2011,H11,H11T06,Streblus elongatus,2011,2.4,4.523893421
3770.2011,H11,H11T06B,Streblus elongatus,2011,NA,NA
3771.2011,H11,H11T07,Streblus elongatus,2011,2.1,3.463605901
3772.2011,H11,H11T08,Streblus elongatus,2011,2,3.141592654
3773.2011,H11,H11T09,Streblus elongatus,2011,1.6,2.010619298
3774.2011,H11,H11T10,Ixonanthes reticulata,2011,2.6,5.309291585
3775.2011,H11,H11T100,Macaranga bancana,2011,NA,NA
3776.2011,H11,H11T101,Macaranga conifera,2011,NA,NA
3777.2011,H11,H11T102,Macaranga gigantea,2011,NA,NA
3778.2011,H11,H11T103,Garcinia cf. parvifolia,2011,NA,NA
3779.2011,H11,H11T104,Macaranga bancana,2011,NA,NA
3780.2011,H11,H11T105,Macaranga conifera,2011,NA,NA
3781.2011,H11,H11T106,Streblus elongatus,2011,NA,NA
3782.2011,H11,H11T108,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3783.2011,H11,H11T109,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3784.2011,H11,H11T11,Archidendron clypearia,2011,1.2,1.130973355
3785.2011,H11,H11T110,Streblus elongatus,2011,NA,NA
3786.2011,H11,H11T11B,Archidendron clypearia,2011,NA,NA
3787.2011,H11,H11T11C,Archidendron clypearia,2011,NA,NA
3788.2011,H11,H11T12,Rhodamnia cinerea,2011,10.6,88.24733764
3789.2011,H11,H11T13,Streblus elongatus,2011,5.2,21.23716634
3790.2011,H11,H11T13B,Streblus elongatus,2011,3.5,9.621127502
3791.2011,H11,H11T14,Streblus elongatus,2011,2.5,4.908738521
3792.2011,H11,H11T15,Streblus elongatus,2011,5,19.63495408
3793.2011,H11,H11T16,Pimelodendron griffithianum,2011,6.7,35.25652355
3794.2011,H11,H11T17,Santiria laevigata,2011,1.8,2.544690049
3795.2011,H11,H11T18,Streblus elongatus,2011,4,12.56637061
3796.2011,H11,H11T19,Gironniera nervosa,2011,11.3,100.2874915
3797.2011,H11,H11T20,Streblus elongatus,2011,4.2,13.8544236
3798.2011,H11,H11T21,Garcinia cf. parvifolia,2011,1.1,0.950331778
3799.2011,H11,H11T22,Cryptocarya rugulosa,2011,1.2,1.130973355
3800.2011,H11,H11T23,Archidendron clypearia,2011,2.8,6.157521601
3801.2011,H11,H11T24,Streblus elongatus,2011,5.2,21.23716634
3802.2011,H11,H11T25,Palaquium obovatum,2011,1.6,2.010619298
3803.2011,H11,H11T26,Streblus elongatus,2011,1.2,1.130973355
3804.2011,H11,H11T27,Streblus elongatus,2011,3.4,9.079202769
3805.2011,H11,H11T28,Streblus elongatus,2011,1.2,1.130973355
3806.2011,H11,H11T29,Streblus elongatus,2011,6.8,36.31681108
3807.2011,H11,H11T30,Calophyllum pulcherrimum,2011,1.1,0.950331778
3808.2011,H11,H11T31,Streblus elongatus,2011,2.7,5.725552611
3809.2011,H11,H11T32,Streblus elongatus,2011,2.1,3.463605901
3810.2011,H11,H11T33,Calophyllum wallichianum var. incrassatum,2011,1.3,1.327322896
3811.2011,H11,H11T34,Litsea firma,2011,49.7,1940.004149
3812.2011,H11,H11T35,Syzygium ridleyi,2011,1.3,1.327322896
3813.2011,H11,H11T35B,Syzygium ridleyi,2011,NA,NA
3814.2011,H11,H11T36,Streblus elongatus,2011,1.1,0.950331778
3815.2011,H11,H11T37,Streblus elongatus,2011,3.5,9.621127502
3816.2011,H11,H11T38,Streblus elongatus,2011,1.2,1.130973355
3817.2011,H11,H11T39,Streblus elongatus,2011,14.7,169.7166891
3818.2011,H11,H11T40,Streblus elongatus,2011,NA,NA
3819.2011,H11,H11T41,Streblus elongatus,2011,NA,NA
3820.2011,H11,H11T42,Strychnos ignatii,2011,NA,NA
3821.2011,H11,H11T43,Streblus elongatus,2011,NA,NA
3822.2011,H11,H11T44,Calophyllum wallichianum var. incrassatum,2011,NA,NA
3823.2011,H11,H11T45,Santiria laevigata,2011,NA,NA
3824.2011,H11,H11T46,Streblus elongatus,2011,NA,NA
